words,tag
assessments,O
and,O
troubleshooting,B-SKILLS
for,O
rd,B-SKILLS
and,O
gxp,B-SKILLS
environments,I-SKILLS
      ,O
bmc,O
software,O
–,O
saas,B-SKILLS
cloud,O
analytics,O
platform,O
  ,O
–,O
montreal,O
remote,O
  ,O
2011,B-DATE
  ,O
2012,B-DATE
    ,O
presales,O
architect,O
   ,O
managed,O
proof,O
of,O
concept,O
initiatives,O
for,O
bmc,O
saas,B-SKILLS
cloud,I-SKILLS
performance,O
monitoring,O
products,O
euem,O
truesight,O
edgeview,O
  ,O
managed,O
client,O
s,O
web,B-SKILLS
application,I-SKILLS
performance,O
assessments,O
  ,O
authored,O
kb,O
articles,O
for,O
supported,O
products,O
       ,O
british,B-COMPANY
telecom,I-COMPANY
–,O
north,O
south,O
america,B-LOCATION
japan,B-LOCATION
china,B-LOCATION
europe,B-LOCATION
  ,O
2009,B-DATE
  ,O
2011,B-DATE
    ,O
senior,B-SKILLS
consultant,I-SKILLS
   ,O
client,O
fidelity,O
investments,O
–,O
it,O
operations,O
assessment,O
infrastructure,O
stabilization,O
    ,O
business,B-SKILLS
analyst,I-SKILLS
  ,O
completed,O
incident,O
management,O
reviews,O
across,O
virtualization,O
storage,O
server,O
middleware,O
and,O
network,O
groups,O
vmware,B-SKILLS
vsphere,B-SKILLS
private,B-SKILLS
cloud,I-SKILLS
  ,O
conducted,O
interviews,O
with,O
team,O
leads,O
processed,O
data,O
and,O
created,O
reports,O
  ,O
presented,O
research,O
and,O
findings,O
on,O
industry,O
best,O
practices,O
and,O
solutions,O
required,O
to,O
increase,O
stability,O
security,O
and,O
operational,O
efficiency,O
    ,O
client,O
biogen,O
idec,O
    ,O
global,O
infrastructure,O
modernization,O
project,O
    ,O
management,O
consultant,O
pm,O
architect,O
   ,O
completed,O
global,O
infrastructure,O
audits,O
for,O
datacenters,O
and,O
office,O
locations,O
scope,O
5,O
data,O
centers,O
20,O
sites,O
  ,O
interviewed,O
it,O
personnel,O
site,O
leadership,O
teams,O
for,O
business,O
requirements,O
documented,O
findings,O
  ,O
initial,O
architecture,O
and,O
design,O
deliverables,O
  ,O
successfully,O
led,O
to,O
completion,O
networking,O
infrastructure,O
upgrade,O
projects,O
wan,O
lan,O
wlan,O
and,O
voice,O
for,O
all,O
audited,O
locations,O
     ,O
client,O
wellington,O
management,O
–,O
global,O
it,O
operations,O
stabilization,O
     ,O
systems,O
architect,O
   ,O
stabilized,O
virtual,O
datacenter,O
infrastructure,O
within,O
the,O
engagement,O
period,O
  ,O
developed,O
and,O
documented,O
a,O
multitiered,O
support,O
algorithm,O
addressing,O
companywide,O
storage,O
issues,O
  ,O
designed,O
and,O
implemented,O
intersite,O
secure,O
file,O
transfer,O
services,O
for,O
financial,O
asset,O
management,O
services,O
   ,O
initiated,O
cmdb,O
and,O
virtual,O
machine,O
provisioning,O
integration,O
vmware,O
servicenow,O
  ,O
advised,O
client,O
s,O
it,O
support,O
and,O
thirdparty,O
helpdesk,O
teams,O
on,O
best,O
practices,O
for,O
infrastructure,O
support,O
virtualization,O
and,O
messaging,O
      ,O
porter,B-COMPANY
novelli,I-COMPANY
  ,O
2007,B-DATE
  ,O
2009,B-DATE
    ,O
systems,B-SKILLS
engineer,I-SKILLS
  ,O
architect,O
     ,O
architected,O
implemented,O
and,O
managed,O
company,O
s,O
messaging,O
infrastructure,O
projects,O
      ,O
note,O
additional,O
systems,B-SKILLS
engineering,I-SKILLS
and,O
consulting,O
experience,O
is,O
available,O
upon,O
request,O
         ,O
education,O
  ,O
polotsk,B-UNI
state,I-UNI
university,I-UNI
social,I-UNI
sciences,I-UNI
  ,O
university,B-UNI
of,I-UNI
massachusetts,I-UNI
bsit,I-UNI
   ,O
1996,B-DATE
  ,O
2000,B-DATE
  ,O
2008,B-DATE
  ,O
2010,B-DATE
  ,O
certifications,O
and,O
training,O
    ,O
vmware,B-SKILLS
certified,I-SKILLS
professional,I-SKILLS
vcp5,I-SKILLS
vcp4,I-SKILLS
vcp3,I-SKILLS
  ,O
ccna,B-SKILLS
ccna,B-SKILLS
voice,O
  ,O
mcse,B-SKILLS
  ,O
mcsa,B-SKILLS
  ,O
messaging,O
  ,O
vmware,B-SKILLS
vcloud,I-SKILLS
–,O
architecture,O
   ,O
compuware,O
apm,O
rum,O
  ,O
performance,B-SKILLS
engineering,I-SKILLS
  ,O
bmc,B-SKILLS
truesight,I-SKILLS
and,O
akamai,B-SKILLS
cloud,I-SKILLS
monitor,I-SKILLS
          ,O
vitaly,B-PERSON
huruev,I-PERSON
projects,O
  ,O
1,O
senior,B-SKILLS
data,I-SKILLS
analyst,I-SKILLS
  ,O
dwh,B-SKILLS
architect,I-SKILLS
                                                           ,O
titas,B-PERSON
gangopadhyay,I-PERSON
      ,O
titas,B-PERSON
gangopadhyay,I-PERSON
  ,O
81,I-COMPANY
c,I-COMPANY
robert,I-COMPANY
treat,I-COMPANY
drive,I-COMPANY
  ,O
milford,B-LOCATION
ct,I-LOCATION
06460,I-LOCATION
  ,O
tel,O
1,B-NUMBER
2037802174,I-NUMBER
  ,O
email,O
titas2inyahoocoin,B-EMAIL
    ,O
professional,O
summary,O
  ,O
over,B-DATE
15,I-DATE
years,I-DATE
of,O
total,O
experience,O
in,O
information,O
technology,O
industry,O
with,O
excellent,O
client,O
exposure,O
in,O
different,O
it,O
application,O
systems,O
architecting,O
enterprise,O
scale,O
data,O
solutions,O
leading,O
the,O
requirement,O
analysis,O
design,O
and,O
implementation,O
of,O
large,O
data,B-SKILLS
warehouse,I-SKILLS
business,O
intelligence,O
and,O
data,O
analytic,O
solutions,O
in,O
different,O
etl,O
and,O
business,O
intelligence,O
technologies,O
     ,O
highlights,O
  ,O
data,B-SKILLS
warehouseetl,I-SKILLS
  ,O
data,B-SKILLS
governance,I-SKILLS
  ,O
sql,B-SKILLS
  ,O
data,B-SKILLS
analysis,I-SKILLS
  ,O
data,B-SKILLS
stewardship,I-SKILLS
  ,O
business,B-SKILLS
intelligence,I-SKILLS
  ,O
data,B-SKILLS
profilingdata,I-SKILLS
mining,I-SKILLS
  ,O
data,B-SKILLS
modelingdata,I-SKILLS
mapping,O
  ,O
requirement,O
gathering,O
  ,O
data,B-SKILLS
integration,I-SKILLS
  ,O
data,B-SKILLS
visualization,I-SKILLS
  ,O
business,O
analysis,O
    ,O
accomplishments,O
  ,O
developed,O
the,O
technical,O
vision,O
strategy,O
and,O
architecture,O
for,O
the,O
business,O
capabilities,O
related,O
to,O
data,O
management,O
and,O
analytics,O
  ,O
ensured,O
that,O
data,O
architecture,O
meets,O
business,O
and,O
enterprise,O
technology,O
strategy,O
and,O
architecture,O
requirements,O
  ,O
analyzed,O
business,O
and,O
report,O
requirements,O
and,O
translated,O
those,O
into,O
functional,O
and,O
technical,O
design,O
specifications,O
and,O
implementation,O
plans,O
  ,O
excellent,O
knowledge,O
in,O
data,B-SKILLS
analysis,I-SKILLS
data,B-SKILLS
profiling,I-SKILLS
data,O
validation,O
data,B-SKILLS
cleansing,I-SKILLS
data,B-SKILLS
mining,I-SKILLS
data,O
verification,O
data,B-SKILLS
integration,I-SKILLS
data,B-SKILLS
visualization,I-SKILLS
and,O
identifying,O
data,O
mismatch,O
on,O
large,O
and,O
complex,O
data,O
set,O
using,O
sql,B-SKILLS
  ,O
creating,O
and,O
maintaining,O
conceptual,O
logical,O
and,O
physical,O
data,O
models,O
defining,O
data,O
architecture,O
and,O
information,O
requirements,O
for,O
management,O
and,O
business,O
intelligence,O
purposes,O
  ,O
performed,O
impact,O
assessment,O
and,O
deepdive,O
analysis,O
in,O
collaboration,O
with,O
stakeholders,O
to,O
ensure,O
data,O
integrity,O
consistency,O
usability,O
and,O
completeness,O
across,O
multiple,O
source,O
  ,O
analyzed,O
unstructured,O
data,O
in,O
xml,B-SKILLS
ms,B-SKILLS
excel,I-SKILLS
source,O
documenting,O
data,O
flow,O
among,O
various,O
systems,O
creating,O
source,O
to,O
target,O
mapping,O
specification,O
for,O
data,O
support,O
for,O
business,O
processes,O
across,O
multiple,O
sources,O
and,O
etl,O
in,O
hadoop,B-SKILLS
and,O
informatica,B-SKILLS
cloud,I-SKILLS
  ,O
worked,O
for,O
data,O
stewardship,O
and,O
data,O
governance,O
to,O
define,O
new,O
data,O
elements,O
its,O
integrity,O
across,O
the,O
systems,O
finalize,O
the,O
data,O
model,O
and,O
maintaining,O
data,O
dictionary,O
  ,O
thoroughly,O
worked,O
with,O
relational,O
and,O
dimensional,O
databases,O
  ,O
worked,O
closely,O
with,O
quality,B-SKILLS
assurance,I-SKILLS
team,O
to,O
define,O
and,O
finalize,O
test,O
strategy,O
  ,O
extensively,O
worked,O
with,O
informatica,O
power,O
center,O
as,O
etl,O
and,O
business,O
intelligence,O
tools,O
like,O
crystal,O
reports,O
cognos,O
  ,O
prepared,O
relevent,O
project,O
documentation,O
tracking,O
and,O
reporting,O
regularly,O
on,O
the,O
status,O
of,O
projects,O
to,O
all,O
project,O
stakeholders,O
and,O
ensured,O
quality,O
by,O
following,O
organization,O
defined,O
standards,O
  ,O
exceptional,O
ability,O
to,O
work,O
in,O
a,O
multicultural,O
team,O
environment,O
and,O
onshore,O
  ,O
offshore,O
delivery,O
model,O
  ,O
worked,O
in,O
different,O
business,O
domains,O
like,O
insurance,O
banking,O
healthcare,O
retail,O
travel,O
and,O
hospitality,O
with,O
a,O
broad,O
knowledge,O
of,O
insurance,O
and,O
financial,O
services,O
products,O
and,O
benefits,O
the,O
insurance,O
industry,O
related,O
legislation,O
and,O
business,O
operation,O
procedures,O
and,O
practices,O
  ,O
professional,O
experience,O
  ,O
employer,O
cognizant,B-COMPANY
technology,I-COMPANY
solutions,I-COMPANY
usa,B-LOCATION
     ,O
march,B-DATE
2005,I-DATE
–,O
to,O
present,O
    ,O
client,B-COMPANY
prudential,I-COMPANY
financial,I-COMPANY
usa,I-LOCATION
     ,O
november,B-DATE
2013,I-DATE
–,O
to,O
present,O
  ,O
role,O
lead,O
data,B-DATE
analyst,I-DATE
  ,O
data,O
architect,O
  ,O
technology,O
used,O
oracle,B-SKILLS
11,I-SKILLS
g,I-SKILLS
sql,B-SKILLS
developer,I-SKILLS
informatica,B-SKILLS
91,I-SKILLS
controlm,B-SKILLS
  ,O
responsibilities,O
  ,O
worked,O
as,O
lead,O
data,B-SKILLS
analystarchitect,I-SKILLS
leading,O
the,O
functional,O
design,O
team,O
in,O
business,O
requirement,O
   ,O
analysis,O
creating,O
functional,O
design,O
document,O
  ,O
worked,O
with,O
end,O
users,O
to,O
gain,O
an,O
understanding,O
of,O
information,O
and,O
core,O
data,O
concepts,O
behind,O
their,O
business,O
  ,O
interaction,O
with,O
the,O
business,O
userssme,O
  ,O
business,O
analyst,O
in,O
analyzing,O
the,O
data,O
requirements,O
and,O
creating,O
data,O
requirement,O
document,O
  ,O
detailed,O
analysis,O
of,O
data,O
models,O
  ,O
data,O
structures,O
of,O
both,O
source,O
and,O
target,O
architecture,O
  ,O
actively,O
involved,O
in,O
analyzing,O
the,O
different,O
source,O
systems,O
like,O
oltp,O
sales,O
force,O
and,O
preparing,O
the,O
source,O
to,O
target,O
etl,O
mapping,O
document,O
for,O
hadoop,B-SKILLS
and,O
informatica,B-SKILLS
cloud,I-SKILLS
  ,O
analyzing,O
unstructured,O
data,O
in,O
xml,B-SKILLS
ms,B-SKILLS
excel,I-SKILLS
source,O
and,O
create,O
source,O
to,O
target,O
mapping,O
  ,O
responsible,O
for,O
creating,O
the,O
overall,O
logical,O
  ,O
physical,O
data,O
model,O
for,O
ods,O
data,B-SKILLS
warehouse,I-SKILLS
and,O
data,B-SKILLS
mart,I-SKILLS
  ,O
deep,O
dive,O
data,O
analysis,O
and,O
data,B-SKILLS
profiling,I-SKILLS
to,O
build,O
technical,O
transformation,O
details,O
specification,O
for,O
application,O
development,O
and,O
testing,O
  ,O
worked,O
closely,O
with,O
data,B-SKILLS
stewardship,I-SKILLS
and,O
data,B-SKILLS
governance,I-SKILLS
team,O
to,O
define,O
the,O
new,O
data,O
elements,O
its,O
integrity,O
across,O
the,O
lobs,O
and,O
finalize,O
the,O
logical,O
data,O
model,O
  ,O
responsible,O
for,O
creating,O
functional,O
and,O
technical,O
specification,O
document,O
  ,O
actively,O
involved,O
in,O
extensive,O
data,O
validation,O
by,O
writing,O
several,O
complex,O
sql,B-SKILLS
queries,I-SKILLS
and,O
involved,O
in,O
backend,B-SKILLS
testing,I-SKILLS
and,O
worked,O
with,O
data,O
quality,O
issues,O
  ,O
closely,O
worked,O
with,O
the,O
qa,B-SKILLS
team,O
for,O
reviewing,O
and,O
finalizing,O
the,O
test,O
strategy,O
  ,O
writing,O
complex,O
sql,B-SKILLS
queries,I-SKILLS
for,O
adhoc,B-SKILLS
reporting,I-SKILLS
  ,O
creating,O
report,O
specification,O
for,O
cognos,B-SKILLS
framework,I-SKILLS
  ,O
ensure,O
the,O
quality,O
of,O
deliverables,O
by,O
following,O
defined,O
standards,O
  ,O
responsible,O
for,O
analysis,O
and,O
design,O
effort,O
estimation,O
and,O
defining,O
technical,O
scope,O
  ,O
responsible,O
for,O
daily,O
and,O
weekly,O
status,O
reporting,O
to,O
different,O
project,O
stakeholders,O
  ,O
supporting,O
the,O
development,O
and,O
qa,B-SKILLS
team,O
for,O
any,O
design,O
clarifications,O
or,O
any,O
implementation,O
challenges,O
they,O
are,O
facing,O
       ,O
client,O
ing,B-COMPANY
north,I-COMPANY
america,I-COMPANY
insurance,I-COMPANY
company,I-COMPANY
usa,B-LOCATION
   ,O
april,B-DATE
2010,I-DATE
–,O
october,B-DATE
2013,I-DATE
  ,O
role,O
etl,O
design,O
  ,O
development,O
lead,O
  ,O
technology,O
used,O
oracle,B-SKILLS
database,I-SKILLS
10,I-SKILLS
g,I-SKILLS
informatica,B-SKILLS
91,I-SKILLS
tws,I-SKILLS
  ,O
responsibilities,O
  ,O
leading,B-SKILLS
offshore,I-SKILLS
design,I-SKILLS
and,O
development,O
team,O
and,O
proactively,O
mentor,O
team,O
members,O
  ,O
travelled,O
to,O
onshore,O
for,O
knowledge,O
transition,O
from,O
the,O
customer,O
s,O
application,O
support,O
team,O
  ,O
ensure,O
the,O
quality,O
of,O
deliverables,O
by,O
following,O
defined,O
standards,O
   ,O
actively,O
involved,O
in,O
the,O
knowledge,O
transition,O
from,O
customer,O
at,O
onsite,O
  ,O
actively,O
involved,O
in,O
requirement,O
gathering,O
etl,B-SKILLS
designing,I-SKILLS
data,B-SKILLS
profiling,I-SKILLS
test,B-SKILLS
case,I-SKILLS
preparation,O
  ,O
actively,O
involved,O
in,O
analyzing,O
the,O
source,O
system,O
and,O
preparing,O
the,O
source,O
to,O
target,O
mapping,O
spec,O
  ,O
actively,O
involved,O
in,O
etl,B-SKILLS
design,I-SKILLS
and,O
development,O
  ,O
worked,O
in,O
effort,O
estimation,O
jointly,O
with,O
the,O
project,O
manager,O
  ,O
helped,O
the,O
team,O
member,O
for,O
any,O
clarifications,O
or,O
any,O
implementation,O
challenges,O
they,O
are,O
facing,O
        ,O
client,O
credit,B-COMPANY
suisse,I-COMPANY
financial,I-COMPANY
services,I-COMPANY
switzerland,B-LOCATION
  ,O
october,B-DATE
2007,I-DATE
–,O
march,B-DATE
2010,I-DATE
  ,O
role,O
etl,B-SKILLS
solution,I-SKILLS
architect,I-SKILLS
  ,O
technology,O
used,O
informatica,B-SKILLS
811,I-SKILLS
oracle,B-SKILLS
10,I-SKILLS
g,I-SKILLS
solaris,B-SKILLS
510,I-SKILLS
  ,O
responsibilities,O
  ,O
coordinate,O
with,O
the,O
business,O
users,O
to,O
gather,O
the,O
requirements,O
  ,O
analysis,O
of,O
the,O
requirements,O
specification,O
provided,O
by,O
business,O
user,O
  ,O
design,O
and,O
develop,O
the,O
physical,O
and,O
logical,O
data,O
model,O
  ,O
design,O
and,O
develop,O
etl,O
using,O
informatica,O
power,O
center,O
  ,O
design,O
the,O
job,O
net,O
for,O
control,O
m,O
  ,O
preparation,O
of,O
unit,B-SKILLS
test,I-SKILLS
case,I-SKILLS
and,O
execution,O
of,O
the,O
same,O
  ,O
building,O
and,O
deployment,O
of,O
sdss,O
package,O
using,O
generic,O
staging,O
64,O
  ,O
day,O
to,O
day,O
status,O
reporting,O
to,O
the,O
client,O
   ,O
ensure,O
quality,O
of,O
deliverables,O
by,O
predefined,O
standards,O
and,O
templates,O
          ,O
client,O
carlson,B-COMPANY
marketing,I-COMPANY
group,I-COMPANY
usa,B-LOCATION
     ,O
april,B-DATE
2007,I-DATE
–,O
september,B-DATE
2007,I-DATE
  ,O
role,O
senior,B-SKILLS
database,I-SKILLS
developer,I-SKILLS
  ,O
technology,O
used,O
oracle,B-SKILLS
10,I-SKILLS
g,I-SKILLS
plsql,B-SKILLS
unix,I-SKILLS
  ,O
responsibilities,O
   ,O
interacted,O
with,O
the,O
business,O
team,O
at,O
onsite,O
for,O
requirement,O
gathering,O
  ,O
played,O
the,O
role,O
of,O
offshore,O
team,O
lead,O
data,O
architect,O
responsible,O
for,O
database,O
design,O
development,O
and,O
performance,O
tuning,O
  ,O
design,O
and,O
develop,B-SKILLS
physical,I-SKILLS
and,O
logical,B-SKILLS
data,I-SKILLS
model,I-SKILLS
using,O
erwin,B-SKILLS
  ,O
enhance,O
the,O
oracle,B-SKILLS
stored,O
procedure,O
to,O
implement,O
the,O
changes,O
specified,O
by,O
client,O
  ,O
understanding,O
of,O
business,O
and,O
domain,O
knowledge,O
   ,O
train,O
team,O
members,O
in,O
required,O
technologies,O
and,O
grooming,O
them,O
  ,O
day,O
to,O
day,O
status,O
reporting,O
and,O
interaction,O
with,O
onsite,O
team,O
  ,O
providing,O
support,O
to,O
build,O
up,O
quality,O
compliance,O
documents,O
eg,O
knowledge,O
transition,O
documents,O
preparing,O
matrices,O
maintaining,O
issue,O
tracking,O
etc,O
        ,O
client,O
carlson,B-COMPANY
marketing,I-COMPANY
group,I-COMPANY
singapore,B-LOCATION
     ,O
march,B-DATE
2005,I-DATE
–,O
march,B-DATE
2007,I-DATE
  ,O
role,O
application,B-SKILLS
developer,I-SKILLS
  ,O
technology,O
used,O
crystal,O
reports,O
v9,O
sql,B-SKILLS
server,I-SKILLS
2000,I-SKILLS
plsql,B-SKILLS
power,B-SKILLS
builder,I-SKILLS
v8,I-SKILLS
  ,O
responsibilities,O
   ,O
performed,O
the,O
role,O
of,O
offshore,O
team,O
lead,O
and,O
data,O
architect,O
of,O
the,O
entirely,O
offshore,O
project,O
team,O
   ,O
was,O
responsible,O
to,O
ensure,O
errorless,O
execution,O
of,O
offshore,O
project,O
works,O
starting,O
from,O
database,O
design,O
development,O
unit,B-SKILLS
testing,I-SKILLS
to,O
delivery,O
and,O
implementation,O
of,O
developed,O
software,O
maintaining,O
cognizant,O
quality,O
standard,O
  ,O
direct,O
interaction,O
with,O
the,O
client,O
for,O
requirement,O
gathering,O
  ,O
data,O
modeling,O
using,O
ms,B-SKILLS
visio,I-SKILLS
  ,O
performance,O
tuning,O
of,O
the,O
existing,O
batch,O
processes,O
  ,O
day,O
to,O
day,O
status,O
reporting,O
and,O
interaction,O
with,O
client,O
  ,O
providing,O
related,O
input,O
for,O
preparing,O
matrix,O
and,O
help,O
to,O
maintain,B-SKILLS
quality,I-SKILLS
compliance,I-SKILLS
    ,O
educational,O
background,O
  ,O
bachelor,B-EDUCATION
of,I-EDUCATION
engineering,B-EDUCATION
from,O
bengal,B-UNI
engineering,I-UNI
college,I-UNI
deemed,I-UNI
university,I-UNI
india,B-LOCATION
  ,O
technical,O
skills,O
  ,O
operating,O
systems,O
windows,O
unix,O
  ,O
databases,O
oracle,B-SKILLS
sql,I-SKILLS
server,I-SKILLS
  ,O
etl,O
tools,O
informatica,B-SKILLS
power,I-SKILLS
center,I-SKILLS
   ,O
bi,O
tools,O
crystal,O
reports,O
  ,O
tools,O
and,O
utilities,O
toad,B-SKILLS
sql,B-SKILLS
navigator,O
sql,B-SKILLS
developer,O
ms,B-SKILLS
visio,I-SKILLS
visual,B-SKILLS
source,I-SKILLS
safe,
cvs,O
pvcs,O
ibm,O
clear,O
case,O
hp,O
application,O
lifecycle,O
management,O
  ,O
languages,O
oracle,B-SKILLS
pl,I-SKILLS
sql,B-SKILLS
power,B-SKILLS
builder,I-SKILLS
      ,O
travis,B-PERSON
last,I-PERSON
  ,O
email,O
travislastgmailcom,B-EMAIL
  ,O
location,O
costa,B-LOCATION
mesa,I-LOCATION
ca,I-LOCATION
92626,I-LOCATION
  ,O
phone,O
949,B-NUMBER
2667845,I-NUMBER
    ,O
professional,O
summary,O
  ,O
experienced,O
